"","Open_Statu","School_ID","Short_Desc","Short_Name","UnitName","Address","Zip","Network","Governance","School_Typ","Grade_Cat","Grades","Grades_Sho","Boundary","BoundaryGr","BndGrShort","Lat","Long","Phone","GeoNetwork","COMMAREA","WARD","SchoolId"
"25","OPEN","400045","Kwame Nkrumah Academy Elementary School","NKRUMAH","Kwame Nkrumah Academy Elementary School","314 W 108TH ST","60628","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.69804049,-87.63105815,"(773)568-8000","13","ROSELAND","34",400045
"26","OPEN","400046","L.E.A.R.N. Charter School - Romano Butler Campus","LEARN - BUTLER","LEARN Charter ES - Romano Butler Campus","1132 S HOMAN AVE","60624","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.86727271,-87.71067948,"(773)722-0200","5","NORTH LAWNDALE","24",400046
"27","OPEN","400047","L.E.A.R.N. Charter ES - Charles and Dorothy Campbell","LEARN - CAMPBELL","LEARN Charter ES - Charles and Dorothy Campbell","212 S FRANCISCO AVE","60612","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6","K-6","Citywide",,,41.87786063,-87.69873872,"(773)826-0370","5","EAST GARFIELD PARK","27",400047
"28","OPEN","400048","L.E.A.R.N. Charter School - Excel Campus","LEARN - EXCEL","LEARN Charter ES - Excel","3021 W CARROLL AVE","60612","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6","K-6","Citywide",,,41.88731992,-87.70207089,"(773)584-4300","5","EAST GARFIELD PARK","27",400048
"29","OPEN","400049","Legacy Charter ES","LEGACY","Legacy Charter Elementary School","3318 W OGDEN AVE","60623","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.85696245,-87.70850768,"(773)542-1640","5","NORTH LAWNDALE","24",400049
"30","OPEN","400050","Namaste Charter ES","NAMASTE","Namaste Charter Elementary School","3737 S PAULINA ST","60609","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.82569976,-87.66772404,"(773)715-9558","8","MCKINLEY PARK","12",400050
"31","OPEN","400051","Noble Charter HS - Noble","NOBLE - NOBLE HS","Noble Street Charter - Noble Street College Prep","1010 N NOBLE ST","60642","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.90019052,-87.66262778,"(773)862-1449","6","WEST TOWN","2",400051
"32","OPEN","400052","Noble Charter HS - Comer","NOBLE - COMER","Noble Street Charter - Gary Comer College Prep","7131 SOUTH CHICAGO AVE","60619","Charter","Charter","Traditional","HS","6, 7, 8, 9, 10, 11, 12","6-12","Charter-Attendance Area School","9, 10, 11, 12","9-12",41.76525228,-87.60416375,"(773)729-3969","12","GREATER GRAND CROSSING","5",400052
"33","OPEN","400053","Noble Charter HS - Golder","NOBLE - GOLDER HS","Noble Street Charter - Golder College Prep","1454 W SUPERIOR ST","60642","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.89528219,-87.664483,"(312)265-9925","6","WEST TOWN","27",400053
"34","OPEN","400054","Noble Charter - Pritzker College Prep","NOBLE - PRITZKER HS","Noble Street Charter - Pritzker College Prep","4131 W CORTLAND AVE","60639","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.91521411,-87.73012671,"(773)394-2848","4","HERMOSA","35",400054
"35","OPEN","400055","Noble Charter HS - Rauner","NOBLE - RAUNER HS","Noble Street Charter - Rauner College Prep","1337 W OHIO ST","60642","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.89242501,-87.66085887,"(312)226-5345","6","WEST TOWN","1",400055
"36","OPEN","400056","Noble Charter HS - Rowe-Clark","NOBLE - ROWE CLARK HS","Noble Street Charter - Rowe-Clark Math & Sci Acad","3645 W CHICAGO AVE","60651","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.89536226,-87.71804677,"(773)242-2212","5","HUMBOLDT PARK","27",400056
"37","OPEN","400057","Noble Charter HS - UIC","NOBLE - UIC HS","Noble Street Charter - UIC College Prep","1231 S DAMEN AVE","60608","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Charter-Attendance Area School","9, 10, 11, 12","9-12",41.86581741,-87.67611093,"(312)768-4858","6","NEAR WEST SIDE","28",400057
"38","OPEN","400058","North Lawndale Charter HS - Christiana","NORTH LAWNDALE - CHRISTIANA HS","North Lawndale College Prep Charter - Christiana","1615 S. CHRISTIANA AVE.","60623","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.85856355,-87.70898711,"(773)542-1490","5","NORTH LAWNDALE","24",400058
"39","OPEN","400059","North Lawndale Charter HS - Collins","NORTH LAWNDALE - COLLINS HS","North Lawndale College Prep Charter - Collins","1313 S SACRAMENTO DR","60623","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.86414584,-87.7006806,"(773)542-6766","5","NORTH LAWNDALE","24",400059
"40","OPEN","400060","Asian Human Services - Passages Charter School","AHS - PASSAGES","Asian Human Services - Passages Charter School","1643 W BRYN MAWR AVE","60660","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.98337144,-87.67116042,"(773)433-3530","2","EDGEWATER","40",400060
"41","OPEN","400061","Perspectives Charter Leadership Academy HS","PERSPECTIVES - LEADERSHIP HS","Perspectives Charter Leadership Academy HS","8131 S MAY ST","60620","Charter","Charter","Traditional","HS","6, 7, 8, 9, 10, 11, 12","6-12","Citywide",,,41.74596083,-87.65204509,"(773)358-6100","11","AUBURN GRESHAM","21",400061
"42","OPEN","400062","Perspectives Charter - HS of Technology","PERSPECTIVES - TECH HS","Perspectives Charter School - High School of Technology","8131 S MAY ST","60620","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.74594902,-87.65065702,"(773)358-6120","11","AUBURN GRESHAM","21",400062
"43","OPEN","400064","Perspectives Charter HS - Joslin","PERSPECTIVES - JOSLIN HS","Perspectives Charter - Rodney D Joslin","1930 S ARCHER AVE","60616","Charter","Charter","Traditional","HS","6, 7, 8, 9, 10, 11, 12","6-12","Citywide",,,41.85599911,-87.6285309,"(312)225-7400","6","NEAR SOUTH SIDE","3",400064
"44","OPEN","400066","Perspectives Charter HS - IIT Math and Science","PERSPECTIVES - MATH & SCI HS","Perspectives Charter - IIT Math & Science Academy","3663 S WABASH AVE","60653","Charter","Charter","Traditional","HS","6, 7, 8, 9, 10, 11, 12","6-12","Citywide",,,41.82778386,-87.62478772,"(773)358-6800","9","DOUGLAS","3",400066
"45","OPEN","400068","Plato Learning Academy ES","PLATO","Plato Learning Academy Elementary School","5545 W HARRISON ST","60644","Contract","Contract","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.87276043,-87.76333693,"(773)413-3090","3","AUSTIN","29",400068
"46","OPEN","400069","Polaris Charter Academy ES","POLARIS","Polaris Charter Academy Elementary School","620 N SAWYER AVE","60624","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.89255017,-87.70779647,"(773)534-0820","5","HUMBOLDT PARK","27",400069
"47","OPEN","400071","Providence Englewood Charter ES - Bunche","PROVIDENCE ENGLEWOOD","Providence Englewood Charter - Bunche","6515 S ASHLAND AVE","60636","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.77536737,-87.66399583,"(773)434-0202","11","WEST ENGLEWOOD","16",400071
"48","OPEN","400075","Univ of Chicago Charter ES - Donoghue","U OF C - DONOGHUE","University of Chicago Charter - Donoghue","707 E 37TH ST","60653","Charter","Charter","Traditional","ES","PK, K, 1, 2, 3, 4, 5","PK-5","Charter-Attendance Area School","PK, K, 1, 2, 3, 4, 5","PK-5",41.82772608,-87.60850078,"(773)285-5301","9","OAKLAND","4",400075
"49","OPEN","400076","Univ of Chicago Charter ES - NKO","U OF C - NKO","University of Chicago Charter - NKO","1119 E 46TH ST","60653","Charter","Charter","Traditional","ES","PK, K, 1, 2, 3, 4, 5","PK-5","Citywide",,,41.81118287,-87.59878627,"(773)536-2399","9","KENWOOD","4",400076
"50","OPEN","400077","Univ of Chicago Charter HS - Woodlawn","U OF C - WOODLAWN HS","University of Chicago Charter - Woodlawn","6300 S UNIVERSITY AVE","60637","Charter","Charter","Traditional","HS","6, 7, 8, 9, 10, 11, 12","6-12","Charter-Attendance Area School","6, 7, 8, 9, 10, 11, 12","6-12",41.78041191,-87.59737972,"(773)752-8101","9","WOODLAWN","20",400077
"51","OPEN","400078","Univ of Chicago Charter MS - Woodson","U OF C - WOODSON","University of Chicago Charter - Carter G Woodson","4444 S EVANS AVE","60653","Charter","Charter","Traditional","ES","8","8","Charter-Attendance Area School","8","7-8",41.8135473,-87.60842562,"(773)624-0700","9","GRAND BOULEVARD","3",400078
"52","OPEN","400079","Acero Charter School - SPC Daniel Zizumbo","ACERO - ZIZUMBO","Acero Charter School Network - SPC Daniel Zizumbo","4248 W 47TH ST","60632","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.81013479,-87.73049512,"(773)579-3470","8","ARCHER HEIGHTS","14",400079
"53","OPEN","400080","Acero Charter School - PFC Omar E. Torres","ACERO - TORRES","Acero Charter School Network - PFC Omar E. Torres","4248 W 47TH ST","60632","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.80819981,-87.73045044,"(773)579-3475","8","ARCHER HEIGHTS","14",400080
"54","OPEN","400081","Acero Charter School - Bartolomé de las Casas","ACERO - DE LAS CASAS","Acero Charter School Network - Bartolomé de las Casas","1641 W 16TH ST","60608","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.85950401,-87.66794917,"(312)432-3224","7","LOWER WEST SIDE","25",400081
"55","OPEN","400082","Acero Charter School - Carlos Fuentes","ACERO - FUENTES","Acero Charter School Network - Carlos Fuentes","2845 W BARRY AVE","60618","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Charter-Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.93747578,-87.69959365,"(773)279-9826","4","AVONDALE","33",400082
"56","OPEN","400083","Acero Charter School - Octavio Paz Campus","ACERO - PAZ","Acero Charter School Network - Octavio Paz Campus","2651 W 23RD ST","60608","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.85003541,-87.6925509,"(773)890-1054","7","SOUTH LAWNDALE","24",400083
"57","OPEN","400084","Acero Charter School - Rufino Tamayo","ACERO - TAMAYO","Acero Charter School Network - Rufino Tamayo","5135 S CALIFORNIA AVE","60632","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Charter-Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.79993019,-87.69386164,"(773)434-6355","8","GAGE PARK","14",400084
"58","OPEN","400085","Acero Charter School - Major Hector P. Garcia MD","ACERO - GARCIA HS","Acero Charter School Network - Major Hector P. Garcia MD","4248 W 47TH ST","60632","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.80917079,-87.73046685,"(773)579-3480","8","ARCHER HEIGHTS","14",400085
"59","OPEN","400086","Urban Prep Charter HS - Englewood","URBAN PREP - ENGLEWOOD HS","Urban Prep Acad for Young Men Charter - Englewood","6201 S STEWART AVE","60621","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.78149782,-87.63435669,"(773)535-9724","11","ENGLEWOOD","20",400086
"60","OPEN","400087","Young Women's Leadership Charter HS","YOUNG WOMENS HS","Young Women's Leadership Charter High School","2641 S CALUMET AVE","60616","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.84454381,-87.6187238,"(312)949-9400","9","DOUGLAS","4",400087
"61","OPEN","400089","Acero Charter School - Officer Donald J. Marquez","ACERO - MARQUEZ","Acero Charter School Network - Officer Donald J. Marquez","2916 W 47TH ST","60632","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.80830882,-87.6973941,"(773)321-2200","8","BRIGHTON PARK","15",400089
"62","OPEN","400091","Chicago Technology Academy High School","CHICAGO TECH HS","Chicago Technology Academy High School","1301 W 14TH ST","60608","Contract","Contract","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.86330141,-87.6590948,"(773)534-7755","6","NEAR WEST SIDE","25",400091
"63","OPEN","400092","Chicago Intl Charter ES - Lloyd Bond","CICS - BOND","Chicago Intl Charter - Lloyd Bond","13300 S LANGLEY AVE","60827","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6","K-6","Citywide",,,41.65366345,-87.6050391,"(773)468-1300","13","RIVERDALE","9",400092
"64","OPEN","400094","EPIC Academy HS","EPIC HS","EPIC Academy High School","8255 S HOUSTON AVE","60617","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.74484911,-87.55022237,"(773)535-7930","12","SOUTH CHICAGO","7",400094
"65","OPEN","400096","Rowe Elementary School","ROWE","Rowe Elementary School","1424 N CLEAVER ST","60642","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.90779718,-87.66407247,"(773)445-5870","6","WEST TOWN","2",400096
"66","OPEN","400097","Noble Charter HS - Chicago Bulls","NOBLE - BULLS HS","Noble Street Charter - Chicago Bulls College","2040 W ADAMS ST","60612","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Charter-Attendance Area School","9, 10, 11, 12","9-12",41.87880881,-87.67819526,"(773)534-7599","6","NEAR WEST SIDE","27",400097
"67","OPEN","400098","Noble Charter HS - Muchin","NOBLE - MUCHIN HS","Noble Street Charter - Muchin College Prep","1 N STATE ST","60602","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.88274026,-87.62633828,"(312)445-4680","6","LOOP","42",400098
"68","OPEN","400101","Acero Charter School - Sandra Cisneros","ACERO - CISNEROS","Acero Charter School Network - Sandra Cisneros","2744 W PERSHING RD","60632","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.82288374,-87.69399616,"(773)376-8830","8","BRIGHTON PARK","12",400101
"69","OPEN","400102","Urban Prep Academy - West","URBAN PREP - WEST HS","Urban Prep Academy for Young Men - West","1326 W 14TH PL","60608","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.86254002,-87.66010654,"(773)534-8860","6","NEAR WEST SIDE","25",400102
"70","OPEN","400104","Instituto Health Sciences Career Academy HS","INSTITUTO - HEALTH","Instituto Health Sciences Career Academy HS","2520 S WESTERN AVE","60608","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.84596659,-87.68724016,"(773)890-8020","7","LOWER WEST SIDE","25",400104
"71","OPEN","400105","Urban Prep Academy - Bronzeville","URBAN PREP - BRONZEVILLE HS","Urban Prep Academy for Young Men - Bronzeville","521 E 35TH ST","60616","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.83111753,-87.61362865,"(773)624-3444","9","DOUGLAS","4",400105
"72","OPEN","400106","Noble CHTR  – Johnson HS","NOBLE - JOHNSON HS","Noble Street Charter School – Johnson HS","6350 S STEWART AVE","60621","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.7783695,-87.6351167,"(312)348-1888","11","ENGLEWOOD","20",400106
"73","OPEN","400107","L.E.A.R.N. Charter School - South Chicago Campus","LEARN - SOUTH CHICAGO","LEARN  Charter School-South Chicago Campus","8914 S BUFFALO AVE","60617","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.73333313,-87.54557989,"(773)722-8577","12","SOUTH CHICAGO","10",400107
"74","OPEN","400111","L.E.A.R.N. Charter School - Hunter Perkins","LEARN - PERKINS","LEARN Charter School - Hunter Perkins","1700 W 83RD ST","60620","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7","K-7","Citywide",,,41.74312177,-87.66572106,"(773)488-1634","11","AUBURN GRESHAM","21",400111
"75","OPEN","400112","Acero Charter School - Jovita Idár","ACERO - IDAR","Acero Charter School Network - Jovita Idár","5050 S HOMAN AVE","60632","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.80104241,-87.70879678,"(312)455-5450","8","GAGE PARK","14",400112
"76","OPEN","400113","Chicago Intl Charter ChicagoQuest North","CICS - CHICAGOQUEST HS","Chicago Intl Charter - Chicago Quest North","1443 N OGDEN AVE","60610","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Charter-Attendance Area School","6, 7, 8, 9","6-9",41.9077968,-87.6455615,"(773)565-2100","4","NEAR NORTH SIDE","27",400113
"77","OPEN","400114","Acero Charter School - Esmeralda Santiago","ACERO - SANTIAGO","Acero Charter School Network - Esmeralda Santiago","2510 W CORTEZ ST","60622","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.90034364,-87.68989562,"(312)455-5410","5","WEST TOWN","1",400114
"78","OPEN","400115","Catalyst-Maria Charter ES","CATALYST - MARIA","Catalyst-Maria Charter School","6727 S CALIFORNIA AVE","60629","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","K-12","Citywide",,,41.77099172,-87.69307532,"(773)993-1770","10","CHICAGO LAWN","17",400115
"79","OPEN","400116","Montessori School of Englewood Charter ES","MONTESSORI ENGLEWOOD","The Montessori School of Englewood Charter","6936 S HERMITAGE AVE","60636","Charter","Charter","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Citywide",,,41.76739011,-87.66763901,"(773)535-9255","11","WEST ENGLEWOOD","17",400116
"80","OPEN","400117","Noble Charter School-Hansberry College Prep","NOBLE - HANSBERRY HS","Noble Street Charter School - Silver","8748 S ABERDEEN ST","60620","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.73444162,-87.65098673,"(773)729-3400","11","AUBURN GRESHAM","21",400117
"81","OPEN","400118","Noble Charter School- DRW College Prep","NOBLE - DRW HS","Noble Street Charter School - Purple","931 S HOMAN AVE","60624","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.86932808,-87.71165423,"(773)893-4500","5","NORTH LAWNDALE","24",400118
"82","OPEN","400119","Legal Prep Charter Academy HS","LEGAL PREP HS","Legal Prep Charter Academy","4319 W WASHINGTON BLVD","60624","Charter","Charter","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.88173276,-87.73377838,"(773)922-7800","5","WEST GARFIELD PARK","28",400119
"83","OPEN","400120","Acero Charter School - Roberto Clemente","ACERO - CLEMENTE","Acero Charter School Network - Roberto Clemente","2050 N NATCHEZ AVE","60707","Charter","Charter","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Charter-Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.91795168,-87.78783044,"(312)455-5425","3","BELMONT CRAGIN","29",400120
